user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
534,Disciplined,0.373,0.759,681.26,0.4
535,Emotional_Night,0.715,0.452,732.9,0.6
536,Weekend_Impulse,0.61,0.412,1189.28,0.5
537,Disciplined,0.439,0.641,790.61,0.4
538,Disciplined,0.44,0.656,775.32,0.4
539,Emotional_Night,0.702,0.229,734.26,0.6
540,Disciplined,0.421,0.671,877.88,0.4
541,Weekend_Impulse,0.586,0.515,1066.46,0.5
542,Salary_Splurger,0.576,0.455,1169.79,0.5
543,Weekend_Impulse,0.674,0.432,950.75,0.5
544,Emotional_Night,0.854,0.411,454.64,0.6
545,Salary_Splurger,0.56,0.325,1332.88,0.5
546,Disciplined,0.304,0.68,848.94,0.4
547,Disciplined,0.475,0.753,524.91,0.4
548,Weekend_Impulse,0.545,0.428,810.04,0.5
549,Weekend_Impulse,0.593,0.488,1130.62,0.5
550,Emotional_Night,0.717,0.306,273.87,0.6
551,Disciplined,0.371,0.655,809.69,0.4
552,Disciplined,0.398,0.743,799.78,0.4
553,Disciplined,0.498,0.78,628.1,0.4
554,Weekend_Impulse,0.551,0.417,1246.74,0.5
555,Disciplined,0.448,0.766,849.02,0.4
556,Disciplined,0.42,0.628,876.63,0.4
557,Weekend_Impulse,0.606,0.468,633.11,0.5
558,Disciplined,0.323,0.708,733.48,0.4
559,Disciplined,0.376,0.725,934.59,0.4
560,Disciplined,0.308,0.624,824.85,0.4
561,Salary_Splurger,0.689,0.487,1572.27,0.5
562,Disciplined,0.394,0.769,911.28,0.4
563,Disciplined,0.349,0.608,766.83,0.4
564,Disciplined,0.337,0.621,701.06,0.4
565,Weekend_Impulse,0.623,0.461,1006.19,0.5
566,Disciplined,0.404,0.751,810.05,0.4
567,Emotional_Night,0.782,0.441,546.87,0.6
568,Weekend_Impulse,0.545,0.457,847.9,0.5
569,Emotional_Night,0.894,0.429,291.58,0.6
570,Salary_Splurger,0.573,0.591,1263.36,0.5
571,Disciplined,0.386,0.73,933.93,0.4
572,Emotional_Night,0.894,0.284,378.55,0.6
573,Disciplined,0.476,0.696,824.39,0.4
574,Weekend_Impulse,0.515,0.537,1057.22,0.5
575,Disciplined,0.466,0.783,831.24,0.4
576,Disciplined,0.407,0.611,1013.06,0.4
577,Emotional_Night,0.739,0.384,787.39,0.6
578,Emotional_Night,0.851,0.461,683.43,0.6
579,Disciplined,0.462,0.721,757.34,0.4
580,Weekend_Impulse,0.635,0.478,618.24,0.5
581,Disciplined,0.464,0.657,898.73,0.4
582,Disciplined,0.373,0.604,818.03,0.4
583,Emotional_Night,0.714,0.235,428.04,0.6
584,Disciplined,0.438,0.767,790.44,0.4
585,Disciplined,0.464,0.615,765.32,0.4
586,Salary_Splurger,0.703,0.385,1286.94,0.5
587,Disciplined,0.479,0.62,928.15,0.4
588,Weekend_Impulse,0.527,0.432,1266.2,0.5
589,Weekend_Impulse,0.582,0.454,1114.47,0.5
590,Emotional_Night,0.824,0.287,536.25,0.6
591,Disciplined,0.412,0.64,685.15,0.4
592,Weekend_Impulse,0.677,0.542,1083.59,0.5
593,Disciplined,0.305,0.607,755.27,0.4
594,Weekend_Impulse,0.571,0.45,1066.18,0.5
595,Disciplined,0.475,0.706,738.14,0.4
596,Disciplined,0.359,0.666,769.81,0.4
597,Salary_Splurger,0.694,0.43,1707.45,0.5
598,Disciplined,0.487,0.792,825.31,0.4
599,Salary_Splurger,0.547,0.383,1486.88,0.5
600,Weekend_Impulse,0.502,0.415,966.45,0.5
601,Emotional_Night,0.9,0.24,1188.62,0.6
602,Emotional_Night,0.837,0.343,72.2,0.6
603,Emotional_Night,0.811,0.447,436.83,0.6
604,Emotional_Night,0.753,0.411,45.22,0.6
605,Weekend_Impulse,0.601,0.508,743.43,0.5
606,Disciplined,0.358,0.644,837.01,0.4
607,Disciplined,0.462,0.676,890.27,0.4
608,Weekend_Impulse,0.669,0.443,1127.61,0.5
609,Weekend_Impulse,0.623,0.55,1067.02,0.5
610,Disciplined,0.494,0.644,767.87,0.4
611,Disciplined,0.362,0.781,798.11,0.4
612,Weekend_Impulse,0.539,0.515,1050.28,0.5
613,Disciplined,0.35,0.695,804.56,0.4
614,Disciplined,0.364,0.718,769.6,0.4
615,Emotional_Night,0.853,0.239,467.15,0.6
616,Disciplined,0.419,0.789,819.5,0.4
617,Emotional_Night,0.801,0.318,767.62,0.6
618,Disciplined,0.403,0.662,925.84,0.4
619,Disciplined,0.359,0.704,907.5,0.4
620,Disciplined,0.312,0.661,612.66,0.4
621,Emotional_Night,0.813,0.461,705.25,0.6
622,Disciplined,0.417,0.767,772.01,0.4
623,Disciplined,0.445,0.619,773.51,0.4
624,Disciplined,0.331,0.698,794.38,0.4
625,Salary_Splurger,0.527,0.513,1177.64,0.5
626,Salary_Splurger,0.654,0.345,1482.0,0.5
627,Disciplined,0.391,0.66,911.22,0.4
628,Emotional_Night,0.87,0.314,835.64,0.6
629,Disciplined,0.469,0.675,712.24,0.4
630,Salary_Splurger,0.767,0.391,1380.06,0.5
631,Weekend_Impulse,0.525,0.543,1104.2,0.5
632,Weekend_Impulse,0.687,0.472,983.1,0.5
633,Salary_Splurger,0.754,0.396,2250.47,0.5
634,Emotional_Night,0.838,0.272,366.7,0.6
635,Disciplined,0.339,0.717,735.3,0.4
636,Disciplined,0.44,0.678,679.92,0.4
637,Weekend_Impulse,0.688,0.454,922.43,0.5
638,Weekend_Impulse,0.589,0.513,1094.81,0.5
639,Weekend_Impulse,0.652,0.577,848.56,0.5
640,Weekend_Impulse,0.544,0.401,685.6,0.5
641,Disciplined,0.408,0.619,791.58,0.4
642,Disciplined,0.438,0.656,722.92,0.4
643,Weekend_Impulse,0.642,0.596,1108.6,0.5
644,Disciplined,0.329,0.791,769.89,0.4
645,Disciplined,0.407,0.641,683.84,0.4
646,Disciplined,0.422,0.671,745.48,0.4
647,Disciplined,0.316,0.73,727.09,0.4
648,Weekend_Impulse,0.537,0.552,920.15,0.5
649,Weekend_Impulse,0.525,0.585,865.51,0.5
650,Disciplined,0.318,0.699,516.4,0.4
651,Weekend_Impulse,0.688,0.489,982.43,0.5
652,Emotional_Night,0.85,0.306,387.21,0.6
653,Salary_Splurger,0.798,0.427,1569.36,0.5
654,Salary_Splurger,0.565,0.314,1126.73,0.5
655,Disciplined,0.31,0.723,625.6,0.4
656,Weekend_Impulse,0.527,0.457,1146.62,0.5
657,Emotional_Night,0.895,0.449,89.0,0.6
658,Salary_Splurger,0.524,0.599,1175.21,0.5
659,Disciplined,0.495,0.788,718.8,0.4
660,Emotional_Night,0.703,0.309,1040.1,0.6
661,Emotional_Night,0.832,0.233,572.43,0.6
662,Disciplined,0.48,0.639,953.91,0.4
663,Weekend_Impulse,0.503,0.521,1017.05,0.5
664,Disciplined,0.315,0.608,705.78,0.4
665,Disciplined,0.326,0.626,879.77,0.4
666,Disciplined,0.436,0.688,862.04,0.4
667,Disciplined,0.414,0.739,710.67,0.4
668,Weekend_Impulse,0.637,0.556,1045.63,0.5
669,Disciplined,0.313,0.776,723.1,0.4
670,Disciplined,0.344,0.766,850.4,0.4
671,Emotional_Night,0.732,0.355,603.62,0.6
672,Disciplined,0.482,0.715,829.66,0.4
673,Salary_Splurger,0.6,0.45,1705.4,0.5
674,Disciplined,0.462,0.721,783.74,0.4
675,Disciplined,0.423,0.776,919.57,0.4
676,Weekend_Impulse,0.676,0.453,901.25,0.5
677,Disciplined,0.452,0.753,876.69,0.4
678,Disciplined,0.475,0.787,958.44,0.4
679,Emotional_Night,0.809,0.448,143.39,0.6
680,Weekend_Impulse,0.609,0.472,915.7,0.5
681,Disciplined,0.457,0.688,948.77,0.4
682,Disciplined,0.37,0.728,1051.84,0.4
683,Emotional_Night,0.884,0.452,140.42,0.6
684,Disciplined,0.48,0.671,826.61,0.4
685,Disciplined,0.447,0.613,745.31,0.4
686,Emotional_Night,0.884,0.47,307.34,0.6
687,Disciplined,0.426,0.731,988.08,0.4
688,Weekend_Impulse,0.677,0.411,874.02,0.5
689,Salary_Splurger,0.56,0.342,953.48,0.5
690,Emotional_Night,0.825,0.485,293.75,0.6
691,Disciplined,0.494,0.791,616.0,0.4
692,Salary_Splurger,0.621,0.328,1494.7,0.5
693,Weekend_Impulse,0.649,0.474,1202.7,0.5
694,Disciplined,0.44,0.764,937.88,0.4
695,Emotional_Night,0.885,0.287,566.69,0.6
696,Disciplined,0.327,0.744,667.43,0.4
697,Emotional_Night,0.747,0.243,576.79,0.6
698,Emotional_Night,0.832,0.473,435.89,0.6
699,Emotional_Night,0.855,0.434,126.18,0.6
700,Salary_Splurger,0.644,0.354,1658.24,0.5
701,Disciplined,0.413,0.659,821.17,0.4
702,Weekend_Impulse,0.668,0.478,1068.7,0.5
703,Disciplined,0.438,0.657,857.64,0.4
704,Disciplined,0.468,0.792,816.77,0.4
705,Weekend_Impulse,0.651,0.414,1053.43,0.5
706,Disciplined,0.455,0.789,705.67,0.4
707,Disciplined,0.398,0.666,898.01,0.4
708,Salary_Splurger,0.626,0.593,1108.9,0.5
709,Emotional_Night,0.829,0.337,494.89,0.6
710,Emotional_Night,0.884,0.44,10.37,0.6
711,Disciplined,0.359,0.677,893.34,0.4
712,Emotional_Night,0.875,0.446,560.59,0.6
713,Disciplined,0.313,0.726,893.04,0.4
714,Disciplined,0.48,0.601,725.74,0.4
715,Emotional_Night,0.819,0.336,1020.37,0.6
716,Weekend_Impulse,0.57,0.416,1134.68,0.5
717,Disciplined,0.492,0.619,767.04,0.4
718,Disciplined,0.384,0.692,978.01,0.4
719,Disciplined,0.472,0.707,772.78,0.4
720,Weekend_Impulse,0.597,0.484,1034.79,0.5
721,Salary_Splurger,0.624,0.584,1449.47,0.5
722,Emotional_Night,0.757,0.371,1132.8,0.6
723,Disciplined,0.339,0.637,661.39,0.4
724,Disciplined,0.419,0.735,759.4,0.4
725,Salary_Splurger,0.61,0.497,1723.1,0.5
726,Weekend_Impulse,0.597,0.517,861.37,0.5
727,Weekend_Impulse,0.528,0.561,591.79,0.5
728,Emotional_Night,0.847,0.35,1158.72,0.6
729,Disciplined,0.399,0.736,907.88,0.4
730,Weekend_Impulse,0.564,0.53,1218.29,0.5
731,Disciplined,0.441,0.712,833.18,0.4
732,Disciplined,0.381,0.708,581.35,0.4
733,Disciplined,0.372,0.79,964.03,0.4
734,Disciplined,0.468,0.734,721.93,0.4
735,Weekend_Impulse,0.504,0.413,1215.0,0.5
736,Salary_Splurger,0.714,0.339,2173.18,0.5
737,Emotional_Night,0.711,0.346,1128.43,0.6
738,Disciplined,0.341,0.732,795.67,0.4
739,Salary_Splurger,0.783,0.556,1466.0,0.5
740,Weekend_Impulse,0.51,0.409,1120.01,0.5
741,Disciplined,0.472,0.786,796.19,0.4
742,Salary_Splurger,0.734,0.569,899.78,0.5
743,Weekend_Impulse,0.566,0.558,1363.54,0.5
744,Weekend_Impulse,0.535,0.489,973.1,0.5
745,Disciplined,0.487,0.707,868.52,0.4
746,Disciplined,0.499,0.624,811.49,0.4
747,Emotional_Night,0.74,0.478,834.33,0.6
748,Weekend_Impulse,0.593,0.56,995.41,0.5
749,Emotional_Night,0.789,0.246,30.63,0.6
750,Disciplined,0.37,0.615,697.26,0.4
751,Disciplined,0.448,0.765,584.14,0.4
752,Weekend_Impulse,0.667,0.512,910.41,0.5
753,Emotional_Night,0.716,0.349,904.68,0.6
754,Disciplined,0.353,0.695,911.47,0.4
755,Emotional_Night,0.855,0.426,553.99,0.6
756,Weekend_Impulse,0.695,0.509,834.7,0.5
757,Disciplined,0.39,0.759,740.46,0.4
758,Disciplined,0.422,0.79,749.36,0.4
759,Disciplined,0.483,0.686,930.99,0.4
760,Weekend_Impulse,0.52,0.499,888.64,0.5
761,Disciplined,0.42,0.651,684.64,0.4
762,Salary_Splurger,0.698,0.385,1837.57,0.5
763,Disciplined,0.475,0.748,802.1,0.4
764,Weekend_Impulse,0.639,0.543,923.61,0.5
765,Salary_Splurger,0.605,0.347,622.52,0.5
766,Emotional_Night,0.84,0.281,268.98,0.6
767,Disciplined,0.393,0.735,774.48,0.4
768,Weekend_Impulse,0.602,0.404,957.59,0.5
769,Weekend_Impulse,0.594,0.422,953.51,0.5
770,Disciplined,0.337,0.731,787.2,0.4
771,Disciplined,0.351,0.632,863.19,0.4
772,Disciplined,0.494,0.667,705.2,0.4
773,Emotional_Night,0.727,0.322,305.68,0.6
774,Weekend_Impulse,0.586,0.468,1144.37,0.5
775,Weekend_Impulse,0.617,0.547,907.9,0.5
776,Salary_Splurger,0.728,0.365,1820.66,0.5
777,Disciplined,0.451,0.758,806.02,0.4
778,Salary_Splurger,0.686,0.407,975.55,0.5
779,Disciplined,0.484,0.726,750.85,0.4
780,Disciplined,0.369,0.601,841.6,0.4
781,Disciplined,0.304,0.663,756.46,0.4
782,Disciplined,0.391,0.772,832.11,0.4
783,Disciplined,0.496,0.612,743.3,0.4
784,Salary_Splurger,0.606,0.54,1726.36,0.5
785,Salary_Splurger,0.632,0.447,1634.36,0.5
786,Disciplined,0.368,0.779,840.65,0.4
787,Disciplined,0.405,0.638,1116.1,0.4
788,Disciplined,0.43,0.751,834.86,0.4
789,Disciplined,0.367,0.619,764.74,0.4
790,Salary_Splurger,0.595,0.337,1784.83,0.5
791,Emotional_Night,0.749,0.433,946.56,0.6
792,Weekend_Impulse,0.519,0.43,973.71,0.5
793,Salary_Splurger,0.533,0.444,1274.61,0.5
794,Emotional_Night,0.821,0.229,1046.91,0.6
795,Disciplined,0.459,0.679,653.98,0.4
796,Weekend_Impulse,0.526,0.511,1397.28,0.5
797,Emotional_Night,0.738,0.389,469.22,0.6
798,Weekend_Impulse,0.653,0.546,1085.91,0.5
799,Salary_Splurger,0.69,0.533,1716.3,0.5
800,Disciplined,0.467,0.756,764.04,0.4
801,Disciplined,0.452,0.669,845.27,0.4
802,Weekend_Impulse,0.664,0.583,1171.02,0.5
803,Disciplined,0.332,0.705,727.15,0.4
804,Disciplined,0.339,0.677,786.47,0.4
805,Salary_Splurger,0.701,0.482,1271.7,0.5
806,Disciplined,0.391,0.646,971.97,0.4
807,Disciplined,0.466,0.732,1103.15,0.4
808,Disciplined,0.466,0.764,910.12,0.4
809,Disciplined,0.322,0.8,778.53,0.4
810,Emotional_Night,0.711,0.248,812.28,0.6
811,Salary_Splurger,0.578,0.476,2103.08,0.5
812,Emotional_Night,0.847,0.394,393.2,0.6
813,Emotional_Night,0.894,0.491,814.46,0.6
814,Emotional_Night,0.866,0.324,163.09,0.6
815,Weekend_Impulse,0.699,0.484,1256.21,0.5
816,Weekend_Impulse,0.672,0.438,1012.44,0.5
817,Disciplined,0.406,0.7,872.93,0.4
818,Weekend_Impulse,0.674,0.453,1011.97,0.5
819,Disciplined,0.495,0.704,1006.6,0.4
820,Weekend_Impulse,0.533,0.558,952.0,0.5
821,Weekend_Impulse,0.693,0.41,763.97,0.5
822,Disciplined,0.453,0.71,857.95,0.4
823,Emotional_Night,0.889,0.43,500.58,0.6
824,Weekend_Impulse,0.678,0.587,1233.93,0.5
825,Weekend_Impulse,0.683,0.539,874.5,0.5
826,Emotional_Night,0.852,0.469,761.75,0.6
827,Weekend_Impulse,0.652,0.488,1019.91,0.5
828,Emotional_Night,0.831,0.28,192.82,0.6
829,Weekend_Impulse,0.554,0.432,1268.24,0.5
830,Disciplined,0.368,0.764,862.71,0.4
831,Weekend_Impulse,0.695,0.521,930.17,0.5
832,Disciplined,0.427,0.753,1027.15,0.4
833,Salary_Splurger,0.53,0.55,1997.73,0.5
834,Disciplined,0.494,0.733,699.61,0.4
835,Emotional_Night,0.885,0.211,325.19,0.6
836,Disciplined,0.477,0.69,704.22,0.4
837,Weekend_Impulse,0.663,0.472,727.16,0.5
838,Emotional_Night,0.847,0.37,801.16,0.6
839,Salary_Splurger,0.676,0.52,1666.52,0.5
840,Emotional_Night,0.805,0.443,1268.53,0.6
841,Emotional_Night,0.754,0.294,655.33,0.6
842,Disciplined,0.481,0.654,684.13,0.4
843,Weekend_Impulse,0.573,0.415,926.73,0.5
844,Disciplined,0.312,0.768,802.96,0.4
845,Salary_Splurger,0.734,0.583,1339.0,0.5
846,Emotional_Night,0.849,0.363,460.46,0.6
847,Disciplined,0.487,0.634,761.76,0.4
848,Salary_Splurger,0.525,0.533,1696.04,0.5
849,Weekend_Impulse,0.509,0.55,690.5,0.5
850,Weekend_Impulse,0.529,0.484,576.2,0.5
851,Emotional_Night,0.805,0.417,207.05,0.6
852,Emotional_Night,0.875,0.335,486.24,0.6
853,Disciplined,0.485,0.634,843.41,0.4
854,Weekend_Impulse,0.639,0.514,802.93,0.5
855,Weekend_Impulse,0.641,0.446,1381.94,0.5
856,Emotional_Night,0.7,0.409,1370.37,0.6
857,Disciplined,0.336,0.763,755.23,0.4
858,Disciplined,0.486,0.701,809.37,0.4
859,Salary_Splurger,0.576,0.472,1042.33,0.5
860,Weekend_Impulse,0.513,0.503,1333.37,0.5
861,Weekend_Impulse,0.544,0.596,806.02,0.5
862,Emotional_Night,0.845,0.285,314.19,0.6
863,Weekend_Impulse,0.549,0.47,895.68,0.5
864,Salary_Splurger,0.721,0.319,1134.14,0.5
865,Disciplined,0.398,0.76,761.84,0.4
866,Disciplined,0.348,0.643,905.33,0.4
867,Disciplined,0.366,0.755,992.76,0.4
868,Salary_Splurger,0.794,0.35,1841.78,0.5
869,Salary_Splurger,0.516,0.441,1835.43,0.5
870,Disciplined,0.399,0.687,1057.39,0.4
871,Weekend_Impulse,0.66,0.599,1079.38,0.5
872,Salary_Splurger,0.592,0.355,766.19,0.5
873,Disciplined,0.388,0.795,832.92,0.4
874,Disciplined,0.351,0.635,698.0,0.4
875,Emotional_Night,0.761,0.391,701.53,0.6
876,Emotional_Night,0.742,0.41,851.13,0.6
877,Disciplined,0.405,0.612,563.1,0.4
878,Disciplined,0.468,0.8,744.84,0.4
879,Weekend_Impulse,0.594,0.45,1343.2,0.5
880,Emotional_Night,0.824,0.209,559.38,0.6
881,Disciplined,0.334,0.687,756.01,0.4
882,Disciplined,0.459,0.631,724.61,0.4
883,Disciplined,0.456,0.659,617.81,0.4
884,Disciplined,0.346,0.771,717.1,0.4
885,Weekend_Impulse,0.651,0.422,833.47,0.5
886,Disciplined,0.401,0.634,762.28,0.4
887,Salary_Splurger,0.796,0.304,1699.52,0.5
888,Disciplined,0.302,0.675,731.73,0.4
889,Disciplined,0.359,0.634,901.14,0.4
890,Weekend_Impulse,0.58,0.512,844.94,0.5
891,Weekend_Impulse,0.643,0.51,1409.74,0.5
892,Disciplined,0.389,0.731,877.38,0.4
893,Weekend_Impulse,0.599,0.426,971.38,0.5
894,Weekend_Impulse,0.62,0.498,1022.91,0.5
895,Disciplined,0.419,0.706,879.68,0.4
896,Weekend_Impulse,0.666,0.464,669.66,0.5
897,Disciplined,0.348,0.678,754.45,0.4
898,Salary_Splurger,0.769,0.383,1522.31,0.5
899,Disciplined,0.498,0.602,921.71,0.4
900,Salary_Splurger,0.568,0.453,1909.91,0.5
901,Disciplined,0.333,0.676,747.86,0.4
902,Disciplined,0.344,0.718,810.11,0.4
903,Emotional_Night,0.753,0.432,906.14,0.6
904,Weekend_Impulse,0.694,0.481,918.87,0.5
905,Disciplined,0.324,0.641,909.13,0.4
906,Weekend_Impulse,0.668,0.556,1111.58,0.5
907,Weekend_Impulse,0.582,0.497,864.97,0.5
908,Disciplined,0.329,0.776,894.53,0.4
909,Emotional_Night,0.877,0.499,267.38,0.6
910,Emotional_Night,0.742,0.202,484.87,0.6
911,Disciplined,0.472,0.707,786.31,0.4
912,Disciplined,0.446,0.641,875.4,0.4
913,Disciplined,0.441,0.709,917.16,0.4
914,Disciplined,0.373,0.622,936.76,0.4
915,Weekend_Impulse,0.636,0.5,926.72,0.5
916,Disciplined,0.43,0.797,798.13,0.4
917,Salary_Splurger,0.734,0.431,319.95,0.5
918,Weekend_Impulse,0.627,0.563,1067.2,0.5
919,Weekend_Impulse,0.502,0.507,813.98,0.5
920,Disciplined,0.312,0.701,718.74,0.4
921,Salary_Splurger,0.708,0.307,2017.62,0.5
922,Weekend_Impulse,0.615,0.558,1277.32,0.5
923,Emotional_Night,0.772,0.281,427.69,0.6
924,Emotional_Night,0.864,0.374,800.94,0.6
925,Weekend_Impulse,0.644,0.431,710.57,0.5
926,Disciplined,0.435,0.602,874.94,0.4
927,Weekend_Impulse,0.66,0.535,1038.7,0.5
928,Disciplined,0.356,0.656,883.86,0.4
929,Disciplined,0.381,0.703,888.33,0.4
930,Disciplined,0.45,0.606,739.5,0.4
931,Emotional_Night,0.893,0.237,838.05,0.6
932,Weekend_Impulse,0.627,0.577,970.92,0.5
933,Emotional_Night,0.759,0.352,721.54,0.6
934,Weekend_Impulse,0.656,0.52,927.79,0.5
935,Weekend_Impulse,0.612,0.6,1068.11,0.5
936,Disciplined,0.386,0.616,866.96,0.4
937,Salary_Splurger,0.509,0.451,1963.88,0.5
938,Disciplined,0.309,0.796,923.04,0.4
939,Emotional_Night,0.789,0.221,833.33,0.6
940,Salary_Splurger,0.774,0.565,1246.57,0.5
941,Emotional_Night,0.718,0.371,267.51,0.6
942,Emotional_Night,0.823,0.292,802.17,0.6
943,Weekend_Impulse,0.69,0.511,1217.38,0.5
944,Weekend_Impulse,0.589,0.538,684.02,0.5
945,Salary_Splurger,0.707,0.43,1782.67,0.5
946,Disciplined,0.35,0.655,693.36,0.4
947,Salary_Splurger,0.746,0.346,907.23,0.5
948,Weekend_Impulse,0.535,0.456,841.31,0.5
949,Weekend_Impulse,0.626,0.496,797.18,0.5
950,Weekend_Impulse,0.584,0.456,1146.09,0.5
951,Salary_Splurger,0.51,0.304,1832.76,0.5
952,Disciplined,0.419,0.648,531.71,0.4
953,Disciplined,0.492,0.788,883.4,0.4
954,Salary_Splurger,0.617,0.513,1295.1,0.5
955,Disciplined,0.466,0.768,809.79,0.4
956,Emotional_Night,0.762,0.414,338.55,0.6
957,Weekend_Impulse,0.64,0.511,901.81,0.5
958,Disciplined,0.424,0.673,742.27,0.4
959,Weekend_Impulse,0.508,0.598,1230.48,0.5
960,Emotional_Night,0.79,0.483,311.38,0.6
961,Emotional_Night,0.715,0.348,604.14,0.6
962,Weekend_Impulse,0.624,0.408,819.68,0.5
963,Emotional_Night,0.743,0.492,631.21,0.6
964,Disciplined,0.434,0.656,860.12,0.4
965,Salary_Splurger,0.669,0.475,997.51,0.5
966,Weekend_Impulse,0.639,0.493,944.8,0.5
967,Weekend_Impulse,0.666,0.569,1342.5,0.5
968,Emotional_Night,0.875,0.299,785.7,0.6
969,Disciplined,0.488,0.766,782.99,0.4
970,Salary_Splurger,0.54,0.461,1774.17,0.5
971,Weekend_Impulse,0.662,0.476,730.32,0.5
972,Disciplined,0.368,0.708,747.33,0.4
973,Disciplined,0.398,0.716,768.01,0.4
974,Emotional_Night,0.716,0.219,611.35,0.6
975,Emotional_Night,0.852,0.39,799.87,0.6
976,Salary_Splurger,0.536,0.471,1123.87,0.5
977,Disciplined,0.354,0.643,709.86,0.4
978,Weekend_Impulse,0.576,0.409,1296.73,0.5
979,Emotional_Night,0.837,0.494,250.23,0.6
980,Disciplined,0.353,0.705,724.05,0.4
981,Disciplined,0.489,0.648,702.09,0.4
982,Disciplined,0.332,0.631,728.46,0.4
983,Disciplined,0.435,0.669,553.43,0.4
984,Weekend_Impulse,0.665,0.578,790.52,0.5
985,Weekend_Impulse,0.618,0.551,697.57,0.5
986,Disciplined,0.38,0.777,878.84,0.4
987,Weekend_Impulse,0.515,0.48,1096.31,0.5
988,Disciplined,0.439,0.752,616.73,0.4
989,Salary_Splurger,0.633,0.468,1018.92,0.5
990,Disciplined,0.305,0.658,729.17,0.4
991,Disciplined,0.498,0.718,699.68,0.4
992,Emotional_Night,0.86,0.389,856.99,0.6
993,Disciplined,0.443,0.676,950.33,0.4
994,Emotional_Night,0.765,0.332,625.26,0.6
995,Disciplined,0.476,0.639,771.38,0.4
996,Disciplined,0.376,0.748,737.1,0.4
997,Emotional_Night,0.804,0.397,590.99,0.6
998,Weekend_Impulse,0.65,0.438,1293.59,0.5
999,Disciplined,0.379,0.792,736.22,0.4
1000,Disciplined,0.385,0.655,704.61,0.4
1001,Disciplined,0.303,0.667,675.25,0.4
1002,Disciplined,0.408,0.707,821.56,0.4
1003,Disciplined,0.39,0.637,736.7,0.4
1004,Disciplined,0.492,0.762,666.07,0.4
1005,Salary_Splurger,0.518,0.432,1437.54,0.5
1006,Disciplined,0.43,0.664,785.34,0.4
1007,Emotional_Night,0.834,0.482,382.45,0.6
1008,Emotional_Night,0.776,0.398,674.96,0.6
1009,Weekend_Impulse,0.672,0.559,1068.25,0.5
1010,Emotional_Night,0.842,0.294,1201.13,0.6
1011,Weekend_Impulse,0.516,0.41,1241.29,0.5
1012,Salary_Splurger,0.788,0.498,2245.75,0.5
1013,Salary_Splurger,0.567,0.516,2320.97,0.5
1014,Disciplined,0.44,0.679,914.18,0.4
1015,Emotional_Night,0.73,0.32,942.04,0.6
1016,Salary_Splurger,0.712,0.582,1682.4,0.5
1017,Emotional_Night,0.725,0.494,984.93,0.6
1018,Weekend_Impulse,0.659,0.581,1459.14,0.5
1019,Disciplined,0.462,0.759,787.86,0.4
1020,Disciplined,0.461,0.785,860.63,0.4
1021,Weekend_Impulse,0.571,0.567,1038.39,0.5
1022,Emotional_Night,0.73,0.258,120.34,0.6
1023,Weekend_Impulse,0.678,0.474,804.83,0.5
1024,Weekend_Impulse,0.662,0.571,761.45,0.5
1025,Weekend_Impulse,0.592,0.541,1116.7,0.5
1026,Weekend_Impulse,0.609,0.594,842.2,0.5
1027,Disciplined,0.426,0.686,550.59,0.4
1028,Emotional_Night,0.717,0.471,282.41,0.6
1029,Salary_Splurger,0.792,0.534,1730.61,0.5
1030,Emotional_Night,0.742,0.313,814.66,0.6
1031,Disciplined,0.364,0.655,943.58,0.4
1032,Weekend_Impulse,0.618,0.502,1214.75,0.5
1033,Weekend_Impulse,0.537,0.477,1124.84,0.5
1034,Emotional_Night,0.834,0.424,237.13,0.6
1035,Emotional_Night,0.769,0.309,577.21,0.6
1036,Disciplined,0.311,0.739,934.55,0.4
1037,Emotional_Night,0.866,0.272,660.53,0.6
1038,Weekend_Impulse,0.666,0.464,715.15,0.5
1039,Disciplined,0.473,0.652,526.67,0.4
1040,Emotional_Night,0.734,0.303,229.08,0.6
1041,Disciplined,0.454,0.682,819.59,0.4
1042,Emotional_Night,0.896,0.272,546.21,0.6
1043,Weekend_Impulse,0.537,0.486,1264.83,0.5
1044,Weekend_Impulse,0.581,0.521,799.19,0.5
1045,Salary_Splurger,0.651,0.477,1108.32,0.5
1046,Emotional_Night,0.802,0.332,422.1,0.6
1047,Weekend_Impulse,0.501,0.483,1134.32,0.5
1048,Salary_Splurger,0.634,0.334,1070.24,0.5
1049,Weekend_Impulse,0.517,0.444,917.59,0.5
1050,Weekend_Impulse,0.636,0.553,1404.93,0.5
1051,Emotional_Night,0.886,0.277,656.57,0.6
1052,Disciplined,0.425,0.799,503.11,0.4
1053,Weekend_Impulse,0.642,0.571,1000.51,0.5
1054,Weekend_Impulse,0.539,0.42,1089.56,0.5
1055,Emotional_Night,0.871,0.287,278.79,0.6
1056,Salary_Splurger,0.538,0.469,1537.05,0.5
1057,Disciplined,0.417,0.689,653.34,0.4
1058,Weekend_Impulse,0.55,0.453,1103.72,0.5
1059,Emotional_Night,0.874,0.485,548.29,0.6
1060,Salary_Splurger,0.623,0.36,1431.08,0.5
1061,Weekend_Impulse,0.529,0.476,1096.27,0.5
1062,Disciplined,0.363,0.682,924.41,0.4
1063,Disciplined,0.325,0.765,647.68,0.4
1064,Salary_Splurger,0.645,0.446,1513.85,0.5
1065,Disciplined,0.449,0.728,903.98,0.4
